,Tweet,Message,Match,Polarity
980,981,Meet the guy who trolls phone scammers until they ask him to stop calling  feet on keyboard to,-,NEUTRAL
981,982,MaryJohanna6 LaurieGarrett POTUS realDonaldTrump Trump was a Democrat when he was deferred Almost all dodgers at that time were Democrats Everyone who consulted lawyers like Bill kunstler or who fled to Canada were wealthy Democrats Per usual Democrats were unpatriotic and useless,"['like', 'wealthy']",POSITIVE
982,983,ipekalara LPLive mikeshinoda ChesterBe thanks im from canada so i cant see likes ,['likes'],POSITIVE
983,984,Social media but not video games linked to depression in teens according to Montreal study ,['depression'],NEGATIVE
984,985,Rainha3lq5 i believe theres usually an expiry on the pass depending on ur condition And yeah auto insurance monthly US cheaper insurance than canada,['cheaper'],POSITIVE
985,986,Brandon Drury just caught on the video board singing along to O Canada if youre looking for candidates for your favourite BlueJays player of the day,-,NEUTRAL
986,987,Pkgman60 mitigirl GOP RepRonEstes SpeakerPelosi Trump isnt worried about you If he were hed insist on a fair playing field Hed negotiate in good faith too something both Mexico and Canada say hes not doing Both countries have reported they are moving towards other markets because Trump isnt trustworthy,"['fair', 'good', 'faith', 'trustworthy']",POSITIVE
987,988,IsabellaBardoel CailinasEirinn She serves Canada and her constituents better then almost any other MP of any party   do some research before you spout off next time,['better'],POSITIVE
988,989,Is the US facing a growing terror threat   now from Canada  via TheNationalUAE,"['terror', 'threat']",NEGATIVE
989,990,Canada USA use developing countries to dump waste plasticwaste RightOnCanada BaselAction brsmeas HEJSupport ,"['dump', 'waste']",NEGATIVE
990,991,If you could switch lives with a politician for a day anywhere in the world who would you pick and why  Trudeau bcs he studied in mcgill D andd he is from the liberal party plus its canada and and and they like him like u got n ,['like'],POSITIVE
991,992,The more she and other Conservatives trash Liberal Canada the more the base solidifies their support behind CPC ,-,NEUTRAL
992,993,Exactly You got very private parents You dont know a name Because Laura could have been a fake name The girl is a minor And further than that All that is known is she was from Canada ,['fake'],NEGATIVE
993,994,Davidls6 She came in October 1991 on the Royal yacht Could be Canada,-,NEUTRAL
994,995,PEI artists receive 50K in grants from province ,-,NEUTRAL
995,996,BillOReilly There were open borders in 1845  Anyone could come if they could book passage You deny others the privilege you directly benefited from Irish immigrants also immigrated to England Scotland Wales Canada amp Australia during the famine They werent forced to come to America,"['deny', 'famine']",NEGATIVE
996,997,we in canada ,-,NEUTRAL
997,998,Five ways the US heatproofs 50C cities  ,-,NEUTRAL
998,999,Been a fan of SimuLiu since season one of KimsConvenienceso proud to hear Marvels ShangChi announcement Congrats dude and continue making Canada proud ,['proud'],POSITIVE
999,1000,asifintoronto PattyOLimerick Ever since marrying her totally amazing US military husband the Canada bashing makes more and more sense she really doesnt want to be here,-,NEUTRAL
1000,1001,Retweet if youreGayBiLesbianStraightA boyA girlAn alienA fairy god parentA spongeA psychotic serial killerNo one will ever know which one you are ,-,NEUTRAL
1001,1002,This is the new Canada TrudeauMustGo  ButtsMustGo ,-,NEUTRAL
1002,1003,wordmixrr monizahossain I guess because America is Canadas neighbour we use the American usage of quite Or at least thats how Ive always interpreted it being used by others as well as myself Reading body language helps as well,['well'],POSITIVE
1003,1004,Racism in Canada is often excused with its worse everywhere elseThats like an abusive partner telling you Im the best youll ever have ,-,NEUTRAL
1004,1005,Canadabuster Where do you live Do you even live in Canada Is English or French your first language Did you read this article Why are you on Twitter What is your aim with your posts You really sound like quite the derp,['like'],POSITIVE
1005,1006,Ad eBay Air Bag Sedan Canada Market Front Passenger Door Fits 01-05 BMW 320i 90046  ,-,NEUTRAL
1006,1007,Interesting difference BC Liberal Govt refused to employ a forester who wanted to protect forests NDP continue employ of ex Fraser Institute guy Fazil Mihlar who spent years attacking the very need for functioning governments bcpoli,-,NEUTRAL
1007,1008,SarahChampionMP Studies from Sweden and Canada highlighted that criminalisation of clients does  not improve access to services nor reduce violence against sex workers 28,['improve'],POSITIVE
1008,1009,tHeRe IsNt FoReIgN iNtErFeReNcE iN cAnAdA eLeCtIoNs ,-,NEUTRAL
1009,1010,Japanese Canadians call on BC to go beyond mere apology for historic racism ,['racism'],NEGATIVE
1010,1011,Justin Trudeau is more interested in being loved by Hollywood celebrities than standing up for Canadian families He once tweeted out a 50 million donation just to impress TV personality Trevor Noah Canadas Conservatives are focused on doing whats right by taxpayers ,"['loved', 'impress', 'right']",POSITIVE
1011,1012,LEGALIZE CANNABIS WORLDWIDE MMJ GANJA LEGALIZEIT LEGALIZEAMERICA LEGALIZE HEMP SMOKEWEED CBD THC KEEPITHERBAL GREENTEAM GREENCLOUD USA CANADA bIZ mONEY HEALTHCARE SCIENCE MOTHERNATURE EARTH NATURAL oRGANIC MEDICINE PLANTS,-,NEUTRAL
1012,1013,4rehctipeca AmandaStingWCW WWE One can even envision a NXT USA and NXT Canada Survivor Series style tag match Make for some great TV TripleH,['great'],POSITIVE
1013,1014,All of Canada is in a heat wave except Alberta and I just wanna know if were being punished for voting Kenney in,-,NEUTRAL
1014,1015,Cambodia to Return 1700 Tons of PlasticWaste to US Canada   PlasticPollutes PlasticOceans,-,NEUTRAL
1015,1016,UFC240 this Saturday in Canada - 140 profit with my PREMIUM package at UFCSanAntonio - 7 Premium bets land - 70 on picks since June 1st even with all the underdogs winning  Like this tweet to receive free picks via DM  DM for Premium RTs appreciated,"['winning', 'free', 'appreciated']",POSITIVE
1016,1017,Trump keeps on insisting that the USA as no need to be concerned about climate change ,['concerned'],NEGATIVE
1017,1018,CanadianZero cgb2077 CorelRister MorganeOgerBC PAngebrandt mikeatrix VenomousGramma RickRMehta RyanSmyth GayleneSass MaximeBernier votejkent mannyottawa LauraLynnTT peoplespca this alleged child abuse is misdefined + use of state force backs up the threat to abduct ones children it seems to be part of the new socialist agenda now but historically state child abduction happened in non-socialist regimes too ex residential school abuse in Canada,"['abuse', 'threat']",NEGATIVE
1018,1019,unrealAnnaAdams I guess ladies getting their balls waxed in Canada is going to be a human right ,['right'],POSITIVE
1019,1020,CHENLE IS TRENDING IN CANADA YES BBY LETS GET IT WE LOVE YOU PRESIDENT,-,NEUTRAL
1020,1021,Moisturize this Summer with Highs Canada Hand amp Foot MasksGet Yours Today highscanada highsbeauty homespa glowing skin glowingskin beauty skincare prettyhands handmask beautiful moisturize replenish cracked chapped summertime summer ,"['glowing', 'beauty', 'beautiful']",POSITIVE
1021,1022,No security upgrades to any churches across Canada but this Ottawa commits nearly 15000 for security upgrades at Halifax mosque ,-,NEUTRAL
1022,1023,Geoffrey Canada says that schools should combine educational social amp medical services to create a web within the community that empowers each student amp prepares even the youngest for their education journey to college amp beyond NASSP PrincipalsConf NPC19,-,NEUTRAL
1023,1024,ItsCapiii3 Canada Love Canadahate Timmy hoes,-,NEUTRAL
1024,1025,Theres nothing exemplary about a man who rapes an unconscious woman I dont give a fuck about this rapists resume report the goddamn news  ,-,NEUTRAL
1025,1026,MacLeodLisa CdnTulipfest ExploreON Hooker said organizers felt puzzled and devastated when they didnt receive the 100000 grant which the festival received over the previous five yearsHooker found out about the news about the partial re-funding Saturday morning from CBC ,"['puzzled', 'devastated']",NEGATIVE
1026,1027,Airbnb has removed approximately 31000 homes from Canadas long-term rental supply The commercialization of short-term rental operations has a profound impact on the supply of affordable housing Voice your concerns at  FairRules Elexn43 ,"['profound', 'affordable']",POSITIVE
1027,1028,Washington DC - more than 20000- people from USA and Canada have gathered to listen to PM Pakistan Imran Khan  ,-,NEUTRAL
1028,1029,barstoolsports OldRowOfficial In Calgary Canada we got this pedal barfutureishere ,-,NEUTRAL
1029,1030,dyer440 aeberman12 Schwerepunkt But if HH goes above 4 there is a lot of volume in the Marcellus that will be happy to drill with those prices and - even further - you might even see volumes from Canada come down if prices ever reached 5 consistently,"['happy', 'consistently']",POSITIVE
1030,1031,grannycindy57 magiver1001 Michell82410861 philrack CanArm2011 alschmucko OtagoGrad NewImproved9 HaveWeAllGoneM1 calybo62 AllThySons01 JohnAll63815927 marckovvvvv DestinyParadigm ITSLIISA PpcYukon HedinBill MaelColum DaneMckerness ThedeplorableM AGRichard1 munch289 Charlie55017434 palevell thereds8 leighgt jmclennan8 traceitback MarkMe60 anna938 CapersQ RachieBabe079 trishshirlaw PaulSR36855907 RickRed10 jeffg463 Cherylscotian1 Orkidnut RickClarke2017 Lyndamathews25 sideshowbo JanieStK GayleneSass SaskLass SusanIverach pat69817036 boysha canadarj nixinixon wendyfanning More LibCon word salad  Trump said nothing divisive  Only in 2019 is it considered divisive  Thank God the LibCon era of pandering and identity politics is coming to an end,"['divisive', 'pandering']",NEGATIVE
1031,1032,We love you 3000 and heres a contest to prove it Follow us + RT to enter to win a copy of Marvels AvengersEndgame available on Blu-ray August 13th Canada only ,"['love', 'win', 'available']",POSITIVE
1032,1033,President Trump let me apologize for all of my fellow Canadians who send you idiotic tweets as here in Canada we should worry about our own countryour PM is the worst and we have no business tweeting you,"['idiotic', 'worry', 'worst']",NEGATIVE
1033,1034,canada has some cute boys,['cute'],POSITIVE
1034,1035,A lot of us are born and raised here Canada is home for us Just because we wear religious symbols does not mean were different we do belong here says Chaachouh,-,NEUTRAL
1035,1036,This just in Heres what the Department of Education said off-the-record about Canada Kanyes music destroyed the process behind creating,-,NEUTRAL
1036,1037,Kinks - All Day And All Of The Night 1965   kbradiothp internetradio,-,NEUTRAL
1037,1038,One in five Canadians lives with chronicpain The CanadianPainTaskForce will identify best practices to improve healthoutcomes of Canadians living with chronicpain  ,"['best', 'improve']",POSITIVE
1038,1039,Have your say Make sure youre registered to vote You can register online now with Elections Canada or update your registration if you have recently moved ItsOurVote,-,NEUTRAL
1039,1040,Young victims of deadly Danforth shooting to be remembered today at vigil ,['deadly'],NEGATIVE
1040,1041,munch289 TrudeauMustStay after all any Government that would support Racist  and Chauvinist pig like Doug Ford   should not be running Canada,"['support', 'like']",POSITIVE
1041,1042,Both monkey goby Neogobius fluviatilis and round goby Neogobius melanostomus are invasive in US and Canada but here in Europe they are native  I ended up collecting 7 gobies total  3 round gobies and 4 monkey gobies    ,['invasive'],NEGATIVE
1042,1043,Guy Paul Thibault gpthibault - KB Radio Shoutout,-,NEUTRAL
1043,1044,First moon landing World celebrates 50th anniversary of Apollo 11 ,-,NEUTRAL
1044,1045,One man dead after 20-person street brawl in Montreal  ,['dead'],NEGATIVE
1045,1046,GOP SecretaryRoss About time Speaker N Pelosi put it to a vote we need this its great for United States Mexico and Canada USMCA Democrats need to do their Job pass this if they really care about America,['great'],POSITIVE
1046,1047,craigmarkly KevinShipp neiltyson Should Canada deport their bald eagles,-,NEUTRAL
1047,1048,Christ even I had to study that report as part of standard reading in a course on contemporary FNs issues in Canada as taught by the late Marie Small Face Marule at the U of Lethbridge in the 1980s It starts there  A further early read would be Leroy Littlebears writing ,['issues'],NEGATIVE
1048,1049,Ted Cruz comes down here from Canada and tells us how to run our government If he does not like it here he can go back,['like'],POSITIVE
1049,1050,OilsandsAction You can be proud of the Oil Sands and Proud about Environment same time Lots of liberalparty people work in the Oil Sands We can do both should be asking why the Oil rich companys dont do more for there communitys in Canada,"['proud', 'work', 'rich']",POSITIVE
1050,1051,Meet Canadas newest boy band 50 Shades Of Vanilla cdnpoli cdnmedia ,-,NEUTRAL
1051,1052,As far as I know Canada the UK and other international platforms will remain unchanged but Im checking with my bosses on that as I dont yet know for sure yes I have bosses Stay tuned for more info TheOrville ,-,NEUTRAL
1052,1053,WellBuiltStyle 8 mature plants per person now in Canada8 You can cultivate for non resale but for personal domestic consumption8 ,['mature'],POSITIVE
1053,1054,Trapped spawning salmon to be flown over Fraser River rock slide in BC ,-,NEUTRAL
1054,1055,Crossing the border illegally in Canada5000 fineCrossing the border illegally in Iran8 years in prisonCrossing the border illegally in North KoreaYou get shotCrossing the border illegally in the USYou get free healthcare free college amp a drivers license,['illegally'],NEGATIVE
1055,1056,NASA ESA NASA Canada Japan and Space-X and ULA should unite to conquer Mars Also I would add China but nobody wants to hear that,-,NEUTRAL
1056,1057,MISStiffanyMA In Canada all we are extremely violent snow and ice storms,['violent'],NEGATIVE
1057,1058,In 10 days MaximeBernier our next Prime Minister of Canada will be in Saskatoon Come join us for some BBQ and a whole lot of truth yxe Saskatoon Saskatchewan ,-,NEUTRAL
1058,1059,Great articlenot to mention Canada is now ONE TRILLION in debtthanks in great part to these two UN supporting parties they took Canada from a surplus from the harper government to a triilion in debt in 4 yrsand counting as trudeau is buying votes ,"['great', 'supporting']",POSITIVE
1059,1060,TheNatlInterest Venezuela was nowhwre near being real socialism Venezuela has always been a corrupt country Plus the government is involved in drug trafficking Also look at Canada We have a social democracy and were doing just fine,-,NEUTRAL
1060,1061,carolecadwalla Airs in Canada July 24 Cant wait I so respect and appreciate your courage and what youre doing Carole  Stay safe,"['respect', 'appreciate', 'courage', 'safe']",POSITIVE
1061,1062,kimDrysdale Oh wow It sounds like moving there was a way to have a fresh startI know this is a loaded question but is there a big difference between Canada and the US I know it depends on whereOh wow Im sure that would be a lot of fun,"['wow', 'like', 'fresh', 'fun']",POSITIVE
1062,1063,Ontario Proud hired the Conservative Party of Canada campaign chairman Hamish Marshall to do work for them Hamish Marshall is also founder of Rebel Media Who knows who Canada Proud has hired to do work for them I cannot wait to see their Elections Canada filing cdnpoli  ,['work'],POSITIVE
1063,1064,jimsavage gabster0191 Australia is the most multicultural country in the world which is why we have a lower proportion of MPs in our national legislature with non-European heritage than Canada NZ the UK and USA,-,NEUTRAL
1064,1065,KensingtonRoyal wishing HRH Prince George a very Happy 6th Birthday with much love from everyone in Canada  ,['love'],POSITIVE
1065,1066,ResourceWorks 10 alsoCollectively the worlds top 15 CO2 emissions-generating countries are responsible for 72 of global CO2 emissionsAlso consider that in terms of FF produced Canada is top 5 and top 3 in reserves We have massive responsibility for climateaaction cdnpoli,['top'],POSITIVE
1066,1067,Tell Justin to go back to Canada ,-,NEUTRAL
1067,1068,Investigators are suspicious after American woman and her Australian boyfriend were killed on Canada road trip  ,"['suspicious', 'killed']",NEGATIVE
1068,1069,BootstrapCook I would be amazed if this doesnt exist in America or Canada  I will investigate,['amazed'],POSITIVE
1069,1070,Michelle Rempel proves what we have always known She hates Canada SendHimBack ,-,NEUTRAL
1070,1071,gmbutts You are dangerous to Canada as a Liberal Party elite you are firmly convinced that entitles you to pick and choose what laws to follow and what laws to ignore You do not comprehend that our laws apply to you and your party and it is wrong to bypass them for personalparty gain,"['dangerous', 'ignore', 'wrong']",NEGATIVE
1071,1072,DMillardHaskell peoplespca Canadas population has increased by 12 million in the last twenty years exactly why do we need more immigration to sustain population,-,NEUTRAL
1072,1073,CBC More fake news on faker news To confuse the voter DONT TRUST ANYTHING FROM CBC Why polls still matter - even when they cant agree ,"['fake', 'confuse']",NEGATIVE
1073,1074,pickeringpaul RachelleRempel PattyOLimerick Canadians are dull perpetuating the myth of a 0 price tag for health care in Canada In fact Canadians pay more than  because socialist bury the cost deep in their taxes,"['dull', 'myth']",NEGATIVE
1074,1075,Will federal leaders back the legal challenge to Quebecs religious symbols ban bnaibrithcanada believes they should   via CBCCanada Bill21,-,NEUTRAL
1075,1076,Seriously considering moving to Canada after graduation Montreal specifically It really seems to offer everything Im wanting and needing Must consider more in depth,-,NEUTRAL
1076,1077,If my simpleton math holds out then people in Canada have nothing to be complaining about lif ooking to Cali as a benchmark ,['complaining'],NEGATIVE
1077,1078,What kind of Canada do you wantRT this video using trudeaumustgo ,-,NEUTRAL
1078,1079,RyanToronto DebTood TorontoStar CTVNews globeandmail GlobalNational VassyKapelos EvanLSolomon The only hostile ideology is Trudeaus admiration for basic dictatorships  His assault on free speech His never ending antics embarrassing Canada,"['hostile', 'assault', 'embarrassing']",NEGATIVE
1079,1080,StephenPunwasi see the video feedthey followed him in to assess him no doubti say just run these greaseballs  over a few times,-,NEUTRAL
1080,1081,Hi my names are olatunji yemi a Nigerian professional squach player with 34 medals 20 GOLD I have worked hard and competed in SA Zimbabwe UK USA Canada etc please I need sponsorship  kindly help retweet  to create AWARENESS Nike PepsiNaija MTNNG redbull myaccessbank ,"['worked', 'kindly']",POSITIVE
1081,1082,Food Trucks Trailers amp Restaurants Wanted Help us find the best GrilledCheese for Grilled Cheese Festival Oct 4-6  Ottawa City Hall ottawastart canada NarcityCanada  OttawaTourism FoodNetworkCA Foodie myottawa ottcity  grilledcheesefestival ,['best'],POSITIVE
1082,1083,TomWykes1 As far as I understand this is as yet a tentative unsigned agreement that only applies to Civil affairs think it covers Canada and the UKThis has no impact on any Criminal proceedings that are still to commence later this yr,['tentative'],NEGATIVE
1083,1084,I am in search of the following teachers2 from China1 from Canada2 from South Korea2 from Germany 3 from Italy Does anyone know any K-5 teachers in those countries,-,NEUTRAL
1084,1085,The best thing about the 36th Kings Royal EldoraSpeedway DonnySchatz not winning  And man was it not one of the best races this season BetkeyDerek staceybetkey Thanks again for the weekend Canada owes ya one,"['best', 'winning']",POSITIVE
1085,1086,Stunning reflection on Lake Louise Alberta Canada ,-,NEUTRAL
1086,1087,Next years BroTreat has officially been decided July 15-19 2020  BroTreat2020 BroTreat Vancouver Canada LevelUp  Vancouver British Columbia ,-,NEUTRAL
1087,1088,RudyGiuliani realDonaldTrump No Ghoul,-,NEUTRAL
1088,1089,You Better Pray that condom holds by Swilly  Canada on IndieSound MySwilly music unsigned indiesound via IndieSoundMusic ,-,NEUTRAL
1089,1090,Does this surprise anyone though Sadly this seems to confirm a misleading and malicious campaign from the CPCHQ Cmon Canada lets be thoughtful intelligent and generous ,"['thoughtful', 'intelligent', 'generous']",POSITIVE
1090,1091,Cat filter accidentally gets activated during press conference for double murder ,['murder'],NEGATIVE
1091,1092,Trudeau has a chin Andy doesnt  Thats all we need to know about Canadas Not Corporate Food Guide cdnpoli ,-,NEUTRAL
1092,1093,BastardProphet Skip it and do Canada instead Obv ,-,NEUTRAL
1093,1094,Migration should be regular safe and dignified  if you agree ,"['safe', 'dignified']",POSITIVE
1094,1095, Moraine Lake Canada ,-,NEUTRAL
1095,1096,I hope the government of Canada sees that trustednerd is a disgusting pervert of a MAN who is guilty of preying on young girls and lying in court proceedings Johnathan Yaniv should be seeking a team of criminal defense attorneys right about now Drop the act perv We all know,"['disgusting', 'pervert', 'guilty', 'lying', 'criminal']",NEGATIVE
1096,1097,CPCHQ Pssst Harrington Lake belongs to Canadaso the upgrades are for all guests to use,-,NEUTRAL
1097,1098,nodeal brexit Britain will have to bend over and take it And the pain will be unbearableCanada - the first of many trading nations that realise a  nodeal outcome is manna from heaven for themWhy do a deal when it would be tariff free bonanza for all exports to the UK,"['heaven', 'free']",POSITIVE
1098,1099,Im so into thisCongratulations to SimuLiu on this big news And even bigger congratulations to MarvelStudios for casting one of Canadas finest young actors ShangChi ,"['congratulations', 'finest']",POSITIVE
1099,1100,All you need is the Best TV appEnjoy the Full HD quality of US UK Canada amp foreign channels and thousands movies and seriesAll TV features in one app for as low as 10 GBPmo or 12 USDBestTVApp FollowForFollow LikeForLike LikeOurPage FollowUs ,-,NEUTRAL
1100,1101,One of the beeridiots is in Toronto Canada where I will be posting articles on some bars and brewers for the next month Wait is that a Maple leaf ,-,NEUTRAL
1101,1102,Hey does this smell like chloroform Get Lucky by Swilly  Canada on IndieSound MySwilly music unsigned indiesound via IndieSoundMusic ,-,NEUTRAL
1102,1103,5 places anywhere youd like to visit  omg everywhere but uhm istanbul to visit my friend australia japan canada south africa man i could go on and on if only i had money sksjks ,['like'],POSITIVE
1103,1104,AmandaStingWCW WWE FightOwensFight Haha if I was a wealthy man damn skippy I would put my money where my mouth is But I am certain small NXT Canada house shows would sell out at the same level as Orlando does and with WWEs backing it would be a total success Get on this VinceMcMahon,"['wealthy', 'success']",POSITIVE
1104,1105,In Canada the price of ice cream and related products fell by 05 between January 2018 and January 2019 Thats at least one extra scoop right   IceCreamDay IceCreamMonth ,-,NEUTRAL
1105,1106,antonioguterres UN Secretary General SG antonioguterres always busy with photo-opLets do Fact Check Women constitutes 50 of total world populationQuiz How many UN SG were WomenAnswer NONE Is it faircc hrw amnestyEqualityForAllData Source ,-,NEUTRAL
1106,1107,Dear JustinTrudeau Way to go Canada is now want to force women to wax a dudes  P E N I S   Thats some kind of Real Feminism for ya  DontMakeGirlsWaxMensJunk ,-,NEUTRAL
1107,1108,The Lion King roars to the top with 185M debut at box office -  ,['top'],POSITIVE
1108,1109,Were still in disbelief Were trying to process a lot of this and its going to take a long time,['disbelief'],NEGATIVE
1109,1110,Puerto Rico Protests over homophobic text messages ,-,NEUTRAL
1110,1111,Canadas protectionist dairy policies have been the target of attacks by many countries including the United States Heres how Canada has managed to protect its farmers from overproduction and foreign trade  ,-,NEUTRAL
1111,1112,Sugar babies needed first 20 to likeretweetand text me on 443 494-6671 will get 1500 each sugarbabywantedsugarmommasugarbabyformeSugarbabesugarbabyneededsugardaddies sugarmomma sugarmummyneeded sugardaddyneeded   sugardaddysugarbabywantedUSACanada,-,NEUTRAL
1112,1113,igkolev theother95 By the way I live in Canada so I am living in functional socialism Socialism  many things You  neo-fascism,-,NEUTRAL
1113,1114,Just learned that my uncle is a college failure Hes authored 4 books Hosts multiple shows for Canadas biggest tv network Runs a radio show that reaches nearly 500000 people Holds debates with chris Hadfield And has received 12 honorary doctorates and two college degrees,['failure'],NEGATIVE
1114,1115,Last year my closest friend moved back home to the south of Spain Next month my roomate moves to Canada And next year my only friend left moves to Australia so no not having a quarter life crisis at all ,['crisis'],NEGATIVE
1115,1116,Street nurse decries lack of cooling centres during Torontos hottest day of summer - CBC  via nuzzel,-,NEUTRAL
1116,1117,TinySnekComics Ah another Canadain  From Canadas smaller dumber brother Canad,-,NEUTRAL
1117,1118,Well done to the content team at MLS as the homepage images illustrate the 5 stages of coaching grief ,['grief'],NEGATIVE
1118,1119,Kinfolks in Canada - Watson Doc amp Merle,-,NEUTRAL
1119,1120,GWDaVon not on amazon canada no cuz theyre not available in canada lol and the only one on american amazon that ships to canada is sketch af ,['available'],POSITIVE
1120,1121,i wish i could go on the next airplane to canada im emo,-,NEUTRAL
1121,1122,An ice cream recall -- NOW Canadian dairy issues warning amid heat wave ,"['issues', 'warning']",NEGATIVE
1122,1123,CanadianCloud9 looks like Halifax got a bit of a pounding ,['like'],POSITIVE
1123,1124,SummerSummerSummer Cantcha Say You Believe in Me 1987 by American rock band Boston 1975  Present from their 3rd album Third Stage BB 200 1 amp their 2nd in a row The 3rd single reached 20 on the Billboard Hot 100  7 Mainstream Rock  88 in Canada that summer,-,NEUTRAL
1124,1125,Dont fret all the Globalist mainstream parties will sell Canada out to the UN sgjarvey cdnpoli Nationalism Globalist populism ,['fret'],NEGATIVE
1125,1126,FreeMediaUS Maybe Im just emotional today but this is the second video that really punched me in the feels Very classy Canada Thank you,['classy'],POSITIVE
1126,1127,Who needs a sugar momma to spoil him Text me on 443 494-6671 sugardaddies Sugarmommy SugarDaddySerious sugarmomma sugarbabyneededFirst sugardaddydating sugarbabyserious SugarBabiesNeeded sugarbabylife USA Canada,['spoil'],NEGATIVE
1127,1128,RandyShapiro5 PierrePoilievre gmbutts You should ask Pierre PoutineI mean Poilievre about his massive pension  Or even his compliance order,-,NEUTRAL
1128,1129,ICYMI This is historic Indigenous leaders applaud choice of Russell Mirasty as new Sask Lt-Gov via CBCSask  ,['applaud'],POSITIVE
1129,1130,So your municipal council has declared a climate emergency Now whatit can either be a focal point for action in the future or it can actually give a specific set of actions to deal with climate changeClimateEmergency Kingston onpoli policy,['emergency'],NEGATIVE
1130,1131,khager thereaderbee Again both of you move to Canada and you can both join my awesome book club,['awesome'],POSITIVE
1131,1132,PKSidhu Hookup culture is so much in USCanada its almost looked down to be conservative,['conservative'],NEGATIVE
1132,1133,A HamOnt man is in hospital with serious injuries after trying to put out a fire in his basement says Hamiltons fire chief ,-,NEUTRAL
1133,1134,Krause has traced 600 million that has flowed into Canada from US foundations to restrict the development amp export of OampG from Canada amp provided the Senate committee with documents that showed each of those grants that specifically refers to a tanker ban in BCs waters,['restrict'],NEGATIVE
1134,1135,Wouldnt this be bullish for Facebook  Companies would advertise with them directly instead of paying influencers FBInstagram is expanding its test of a feature that hides public Like counts to 6 other countries The test began in Canada in April,['bullish'],POSITIVE
1135,1136,State care costs vastly more than feeding a child a lunch so this isnt even a matter of finances its about deliberately expending more resources on punishing the poor instead of feeding them ,['poor'],NEGATIVE
1136,1137,DavidLepofsky Embarrassing and shameful In my travels with my service dog I find travel in the US much easier than Canada Point is that its possible to have a better educated society Human rights code is clear in this What we need is better enforcement,"['easier', 'better', 'educated', 'clear']",POSITIVE
1137,1138,katibugs1030 Boo Why did vaca get cut in half No passport means you cant leave Canada  Hope you find something fun and awesome to do ,"['fun', 'awesome']",POSITIVE
1138,1139,D Check it out ActuallyAutistic YVR Vancouver VancouverArt VancouverArtist Canada CanadianArt Autistic AutisticArtist YVRArt PsychedelicArt GroovyArt TrippyArt art lowbrow lowbrowart etsy patterns ,-,NEUTRAL
1139,1140,papillon4444 I have a file with the few articles on BotsTrolls in Canada amp the riskinfluences for Elxn2019 They are 99 CON messaging btw heres Mesley Report,-,NEUTRAL
1140,1141,PapaStelma DavidLepofsky Part of the difference is that the Americans with Disabilities Act has been in place for many years and some of the battles have been fought and won already there are still more to come thoughCanada is still at the starting gate in comparison,['won'],POSITIVE
1141,1142,ShitcoinSherpa You have time to watch TV  If I do its YouTube  Crypto  crypto mining Travel  been watching anything traveling Chile   Southern Africa Canada  Alaska and  the Himalayas in IndiaThe British have comedy nailed,-,NEUTRAL
1142,1143,Finally ,-,NEUTRAL
1143,1144,Corbella Canada useful idiot to US interests with Bill C-48Bill C-48 is a prejudicial attack on Alberta banning from Canadas northwest coast only one product  bitumen  produced in only one province AlbertaOnly fools would do that,"['idiot', 'prejudicial', 'attack']",NEGATIVE
1144,1145,nishat76 Its gone on too long I think any nation would have gone into open revolt by now Particularly given there is the example of free Canada next door,-,NEUTRAL
1145,1146,beautaeful127 OH RIGHT I only really remember kara and alice I brought them safely to canada as well I just dont remember my other endings hahah Ty for reminding me,"['safely', 'well']",POSITIVE
1146,1147,Donald Fleming Canadian international lawyer Born Exeter Ontario CanadaDate of birth 1905-05-23 ,-,NEUTRAL
1147,1148,Stop staring at the clock every day Its time for a new career Follow us to view jobs with titles like Corporate Investigator in Canada Legal,['like'],POSITIVE
1148,1149,Please join us Share and follow NMACtweets -Were trainees across the US amp Canada advocating for disability access in health professions education NursesWithDisabilities DocsWithDisabilties MedEd disability ,-,NEUTRAL
1149,1150,I worry about you Canada  Wake up before its too late  Please  I beg you think about it  Please do some homework it is your civic duty,"['worry', 'beg']",NEGATIVE
1150,1151,Heat warning ends in Ottawa  CBC News ,['warning'],NEGATIVE
1151,1152,ISNM SenatorHousakos The terrible trio continue to embarass Canada internationally on our dime I might add,['terrible'],NEGATIVE
1152,1153,This made me laughSundayMorning ,-,NEUTRAL
1153,1154,These United Front are serving CCP China not Canada Wake up JustinTrudeau AndrewScheer TerryGlavin ,-,NEUTRAL
1154,1155,willchamberlain RickIngersoll HumanEvents stillgray Not only are such as this man indiscreet and boldy perverse but are demanding that others be forced to submit to indecencyNot in our America as long as I have breathCanada,"['indiscreet', 'perverse']",NEGATIVE
1155,1156,Shes for sale 70 +Free Shipping to anywhere in the US and Canada Size Seven and set in Silver ,-,NEUTRAL
1156,1157,AxeGrrl Swiftytara lraitt That army isnt little and its not a bunch of bots or fake accounts its real people who are sick and tired of suffering under the Trudeau oppression of ever increasing taxes and stupid regulations and making Canada look stupid to the rest of the world,"['fake', 'sick', 'tired', 'suffering', 'oppression', 'stupid']",NEGATIVE
1157,1158,JustinTrudeau Hahaha right before the election Attempting to Buy votes as always Canada made its mind up back in April You are done TrudeauMustGo,['right'],POSITIVE
1158,1159,Delegations from Arab Countries Europe the US and Canada visited Ashraf3 for A FREE IRAN ConferenceFreeIran IranRegimeChange MaryamRajavi RegimeOfTerror RudyGiuliani iranpolicy ,-,NEUTRAL
